Type,Equipment,name,Brand,Size,stroke,Main_Motor,Bed_area,Location,Company
Hot Former,Forging Press,4000ton,AJAX,4000KN,406mm,None,1575mm x 1524mm,"6666 W 66th St, Chicago, Illinois ",Cornell Forge
